id,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,hasFirePlace,hasBalcony,hasSolarPanels,hasAirCondition,hasView,hasSecuritySystem,price
2793,64441,31,0,1,95,4,6,2000,0,1,8178,565,587,0,3,3582,4027,8544,8929,2002,9613,6448195.1
2794,42824,25,0,1,90,4,6,2017,1,0,1729,254,829,0,9,1320,4956,4187,1936,406,1537,4284208.7
2795,32088,78,0,0,77,6,7,2018,0,0,2693,8973,125,0,2,6035,4722,6959,765,7709,4164,3216535.8
2796,32974,74,0,0,66,10,6,1995,0,0,3474,9864,146,1,8,8779,2002,2427,1373,2385,7864,3300049.5
2797,31471,73,0,1,3,5,5,2000,0,0,782,7651,810,0,5,1291,406,8929,2281,1654,1886,3149214
2798,10641,49,0,1,58,7,4,2000,0,1,7963,3752,642,0,4,4999,7709,1936,9881,2485,9071,1069818.1
2799,47839,50,1,0,82,6,3,1993,0,0,5587,5596,269,0,5,565,2385,765,6783,64,4589,4792795.3
2800,25699,15,1,1,37,6,8,1994,0,1,575,8123,129,0,1,254,1654,1373,5035,398,7209,2576151.4
2801,51037,58,1,1,50,3,2,2016,0,0,389,7521,964,0,7,8973,2485,2281,4387,8377,2935,5107385.6
2802,202,49,0,1,80,8,4,1996,0,0,7733,4341,178,1,2,9864,64,9881,2500,3582,2507,28295.6
2803,51891,1,0,0,1,10,9,2018,0,0,9381,7243,847,0,10,7651,398,6783,9613,1320,3755,5189836.8
2804,29600,63,1,1,7,2,5,2000,0,1,7647,5842,882,0,0,3752,8377,5035,1537,6035,9188,2969388.2
2805,66777,1,0,0,100,10,5,2008,0,1,8352,7862,976,0,5,5596,3582,4387,4164,8779,8652,6685851.8
2806,36417,8,0,0,50,7,10,2007,0,1,709,9076,964,0,0,8123,1320,2500,7864,1291,4179,3645546.7
2807,17818,37,0,1,38,4,10,1998,0,1,5732,4326,838,0,7,7521,6035,9613,1886,4999,8627,1785818.8
2808,60863,58,1,0,35,8,1,2018,0,0,1718,7254,831,0,4,4341,8779,1537,9071,565,6840,6091341.8
2809,92102,35,1,0,20,9,8,1999,0,0,6609,6518,377,1,1,7243,1291,4164,4589,254,3755,9213411.9
2810,21196,36,1,1,34,8,4,2004,0,1,3513,8589,104,1,9,5842,4999,7864,7209,8973,524,2124683.4
2811,3763,21,1,0,45,10,3,2003,0,0,5238,1059,690,0,9,7862,565,1886,2935,9864,7793,381105.3
2812,925,38,0,0,85,6,4,1998,1,0,1338,262,837,1,2,9076,254,9071,2507,7651,723,97785.8
2813,56505,64,0,0,10,8,3,2003,0,1,6830,4926,859,0,7,4326,8973,4589,3755,3752,477,5651670.3
2814,8700,81,0,0,44,3,7,1998,0,0,9015,8574,737,1,5,7254,9864,7209,9188,5596,8862,874129.8
2815,98857,8,0,1,25,6,3,2016,1,1,6291,1684,301,0,8,6518,7651,2935,8652,8123,6653,9889895.6
2816,3190,5,0,0,98,3,3,2004,1,0,7181,4644,889,0,8,8589,3752,2507,4179,7521,5731,322180.4
2817,74458,69,1,0,14,1,5,1996,0,0,477,568,576,0,10,1059,5596,3755,8627,4341,4552,7453820.6
2818,88926,70,0,1,1,2,5,2000,0,0,489,1809,528,1,5,262,8123,9188,6840,7243,1754,8893969.2
2819,56420,81,0,1,64,4,6,2000,0,1,735,1104,123,0,2,4926,7521,8652,3755,5842,9057,5646520.1
2820,35153,88,0,0,18,8,10,2004,0,1,836,6437,418,1,7,8574,4341,4179,524,7862,973,3522618.4
2821,16284,38,0,1,35,8,8,2009,1,0,5166,3535,324,1,4,1684,7243,8627,7793,9076,9638,1638521.9
2822,91478,64,1,1,55,6,3,2003,0,0,8115,6596,682,0,2,4644,5842,6840,723,4326,8469,9157875.3
2823,21514,7,0,1,52,1,6,1999,1,1,824,5342,572,1,7,568,7862,3755,477,7254,887,2153602.9
2824,38372,49,0,0,64,6,7,2008,0,1,6184,636,251,1,5,1809,9076,524,8862,6518,4027,3842724.8
2825,69319,38,0,1,37,7,8,2019,0,0,4675,3046,951,1,9,1104,4326,7793,6653,8589,4956,6936067.9
2826,77337,64,0,0,3,4,5,1996,0,0,6837,6968,337,1,3,6437,7254,723,5731,1059,4722,7739167.1
2827,94799,70,0,1,35,9,1,2000,0,1,6386,3105,226,0,5,3535,6518,477,4552,262,2002,9484566.2
2828,17307,16,1,0,26,4,5,2006,1,0,5302,5409,568,0,4,6596,8589,8862,1754,4926,406,1740869.6
2829,5378,34,1,0,99,9,3,2000,0,1,3013,1273,378,1,0,5342,1059,6653,9057,8574,7709,545933
2830,18785,38,1,1,37,6,5,1994,1,0,1795,8210,356,0,6,636,262,5731,973,1684,2385,1885931.4
2831,21581,61,1,0,26,7,8,2007,1,0,6145,6293,829,1,0,3046,4926,4552,9638,4644,1654,2166100.7
2832,123,58,0,1,4,2,2,2000,0,0,8349,4146,345,0,0,6968,8574,1754,8469,568,2485,13229.1
2833,27108,14,1,1,8,9,2,2000,0,1,4633,7566,204,0,7,3105,1684,9057,887,1809,64,2712687.1
2834,44321,38,1,0,18,9,7,2019,0,0,9182,1946,426,1,4,5409,4644,973,4027,1104,398,4434371.9
2835,2005,49,0,1,26,7,5,1997,0,1,6319,8164,375,0,5,1273,568,9638,4956,6437,8377,207531.7
2836,40351,35,1,0,21,6,10,2006,0,1,2784,765,732,0,4,8210,1809,8469,4722,3535,3582,4037323.6
2837,7512,10,0,1,35,3,3,1999,1,1,3734,7783,776,0,8,6293,1104,887,2002,6596,1320,758423.9
2838,26089,62,1,0,94,5,4,2000,0,1,5674,6511,652,0,8,4146,6437,4027,406,5342,6035,2618078.1
2839,75524,59,0,0,55,8,2,2019,1,0,2413,7142,482,0,5,7566,3535,4956,7709,636,8779,7556587.9
2840,6454,79,0,0,83,3,10,1996,0,1,7491,9333,396,0,1,1946,6596,4722,2385,3046,1291,646692.6
2841,31433,27,1,1,18,10,2,2016,1,1,3534,5461,145,0,1,8164,5342,2002,1654,6968,4999,3152681.6
2842,88182,76,1,1,82,9,2,2014,0,1,2111,5664,371,1,8,765,636,406,2485,3105,565,8830006.4
2843,41050,26,1,1,7,10,10,2015,0,0,7350,7961,186,0,7,7783,3046,7709,64,5409,254,4117975.5
2844,72836,58,1,0,56,2,8,2009,1,0,6479,3174,709,1,0,6511,6968,2385,398,1273,8973,7289126.9
2845,41880,22,0,0,47,8,5,1994,1,0,9524,4994,211,1,7,7142,3105,1654,8377,8210,9864,4192229.4
2846,13087,59,1,0,42,4,2,1997,0,0,5175,8647,417,1,4,9333,5409,2485,3582,6293,7651,1310455.7
2847,97452,65,1,0,31,3,2,2000,1,0,1768,1773,571,0,7,5461,1273,64,1320,4146,3752,9751753.2
2848,7808,52,0,1,17,7,4,2008,0,0,1667,944,639,1,6,5664,8210,398,6035,7566,5596,789027.8
2849,89425,85,1,0,85,5,3,2007,0,1,6431,3115,619,0,8,7961,6293,8377,8779,1946,8123,8952698.7
2850,235,4,1,0,81,7,9,2005,0,0,3188,3493,882,0,6,3174,4146,3582,1291,8164,7521,28656.5
2851,79549,64,1,0,44,7,7,2014,1,0,5385,1344,637,1,0,4994,7566,1320,4999,765,4341,7961296.4
2852,98857,4,0,1,18,10,4,2016,1,1,5606,3203,801,0,0,8647,1946,6035,565,7783,7243,9889895.6
2853,35082,62,1,1,74,8,2,2000,1,1,4207,4250,124,0,7,1773,8164,8779,254,6511,5842,3516840
2854,70896,4,0,0,100,5,5,2000,0,0,8487,2373,568,1,7,944,765,1291,8973,7142,7862,7098171
2855,15555,86,1,0,34,8,2,2014,0,0,7274,4926,831,1,3,3115,7783,4999,9864,9333,9076,1558805.4
2856,40465,54,0,0,100,2,4,2004,0,0,6681,889,404,0,0,3493,6511,565,7651,5461,4326,4052600.4
2857,48179,88,1,1,35,8,5,2007,1,1,974,4915,991,0,2,1344,7142,254,3752,5664,7254,4821918.7
2858,25150,37,1,1,57,9,2,2000,0,0,4173,5630,241,0,0,3203,9333,8973,5596,7961,6518,2520440.1
2859,39688,69,0,0,75,2,7,2003,1,0,8374,7469,793,0,6,4250,5461,9864,8123,3174,8589,3974008.3
2860,99742,26,0,1,38,5,4,2013,1,1,5559,2435,549,1,0,2373,5664,7651,7521,4994,1059,9984910.3
2861,63345,53,0,0,56,2,1,2018,0,0,6304,1791,634,0,3,4926,7961,3752,4341,8647,262,6341209.8
2862,39170,58,1,1,35,7,8,2005,1,0,7789,6820,192,1,9,889,3174,5596,7243,1773,4926,3926220.5
2863,52684,100,0,1,48,5,4,1996,0,1,8840,5436,498,1,5,4915,4994,8123,5842,944,8574,5278268
2864,58637,24,0,1,50,3,3,2015,0,0,9429,3497,558,0,10,5630,8647,7521,7862,3115,1684,5864831.5
2865,31419,36,1,0,8,3,8,2009,1,0,3034,4363,143,0,0,7469,1773,4341,9076,3493,4644,3147602.9
2866,10841,76,0,0,18,9,6,2019,0,1,3252,5,743,1,6,2435,944,7243,4326,1344,568,1087980.9
2867,9542,8,0,1,56,10,7,2018,0,1,2378,5466,153,1,0,1791,3115,5842,7254,3203,1809,962999.8
2868,87182,42,0,1,98,2,2,2007,1,1,759,3181,444,0,4,6820,3493,7862,6518,4250,1104,8723444.7
2869,55289,58,0,0,50,5,5,2019,1,0,7476,8804,619,1,10,5436,1344,9076,8589,2373,6437,5531801.9
2870,9613,85,0,1,17,5,1,2019,0,1,9182,473,999,0,9,3497,3203,4326,1059,4926,3535,969559.9
2871,81492,81,1,0,86,3,1,2000,0,0,924,1242,287,1,7,4363,4250,7254,262,889,6596,8154513
2872,92811,87,1,0,38,8,3,2004,1,1,9177,8492,591,1,7,5,2373,6518,4926,4915,5342,9293471.4
2873,22059,41,1,1,6,4,4,2001,1,0,720,5175,1000,1,7,5466,4926,8589,8574,5630,636,2208141.1
2874,73140,62,1,1,15,1,3,2019,1,0,9164,4961,726,1,1,3181,889,1059,1684,7469,3046,7325048.9
2875,925,38,1,0,35,2,1,1998,0,0,2380,7783,808,1,1,8804,4915,262,4644,2435,6968,97785.8
2876,49818,26,0,0,72,5,9,2005,0,0,2803,7345,269,1,2,473,5630,4926,568,1791,3105,4983109.5
2877,14635,38,0,0,65,5,5,1997,0,1,8439,1015,465,1,8,1242,7469,8574,1809,6820,5409,1471115.7
2878,10250,20,1,1,4,7,9,2014,0,0,9178,4355,223,0,7,8492,2435,1684,1104,5436,1273,1025802.4
2879,44229,78,0,1,85,8,6,1993,1,0,5259,3207,876,1,10,5175,1791,4644,6437,3497,8210,4429834.3
2880,98788,38,1,1,52,9,7,2005,0,0,4015,3839,127,0,7,4961,6820,568,3535,4363,6293,9885470.5
2881,25745,84,1,0,73,8,4,2000,0,1,8123,143,664,0,10,7783,5436,1809,6596,5,4146,2583236
2882,5658,16,0,1,58,5,7,1999,0,0,7018,7269,136,0,6,7345,3497,1104,5342,5466,7566,577145.9
2883,7068,22,0,1,39,9,5,1998,1,1,7643,5159,458,0,8,1015,4363,6437,636,3181,1946,707889.8
2884,21364,73,1,1,34,8,9,1996,0,0,711,1626,121,1,3,4355,5,3535,3046,8804,8164,2145401.6
2885,34159,78,0,0,78,10,9,2004,0,0,1632,9168,292,0,5,3207,5466,6596,6968,473,765,3420308.4
2886,30322,8,0,0,7,3,9,2015,0,0,484,8367,271,0,9,3839,3181,5342,3105,1242,7783,3032885.5
2887,94081,55,0,1,50,5,6,2015,0,0,2129,6687,942,0,5,143,8804,636,5409,8492,6511,9411954.5
2888,50539,80,1,1,89,6,3,1996,1,1,6271,8019,309,1,8,7269,473,3046,1273,5175,7142,5063590.6
2889,43332,25,1,0,70,10,4,2000,0,0,3597,9617,666,1,4,5159,1242,6968,8210,4961,9333,4336691.2
2890,68072,81,0,0,46,2,5,2019,1,0,4196,267,418,1,1,1626,8492,3105,6293,7783,5461,6812764.9
2891,86834,59,1,0,22,2,10,2013,1,0,8164,9258,112,1,8,9168,5175,5409,4146,7345,5664,8690922.3
2892,83028,54,1,0,39,2,4,2015,0,0,1533,3595,727,0,3,8367,4961,1273,7566,1015,7961,8314727.5
2893,77604,24,0,0,65,7,8,2019,1,0,4851,4437,239,1,3,6687,7783,8210,1946,4355,3174,7767659.9
2894,45746,61,0,0,35,4,7,2009,0,0,3354,473,880,0,4,8019,7345,6293,8164,3207,4994,4580036.9
2895,94188,43,1,1,43,8,5,1995,0,0,1769,1685,191,0,3,9617,1015,4146,765,3839,8647,9422005
2896,88810,85,0,1,90,1,3,1993,0,1,7229,7626,711,0,0,267,4355,7566,7783,143,1773,8883384.3
2897,25966,89,1,1,21,4,9,2016,0,0,7113,4930,943,1,2,9258,3207,1946,6511,7269,944,2604486.6
2898,55845,74,0,1,69,8,1,2019,0,1,7058,5162,935,1,10,3595,3839,8164,7142,5159,3115,5588845.9
2899,46785,22,0,1,69,4,5,1997,0,1,711,7861,821,1,1,4437,143,765,9333,1626,3493,4687315.7
2900,62563,35,0,1,33,3,9,1994,0,0,6259,3040,133,0,9,473,7269,7783,5461,9168,1344,6268203.4
2901,86936,36,0,0,85,5,8,2003,0,0,2471,1683,759,1,10,1685,5159,6511,5664,8367,3203,8696869.3
2902,7249,38,0,0,15,6,4,1998,1,0,7335,7433,747,1,10,7626,1626,7142,7961,6687,4250,732666.8
2903,81572,86,0,0,86,4,8,1995,0,0,7008,732,413,0,8,4930,9168,9333,3174,8019,2373,8163755.5
2904,9995,38,1,1,11,8,10,2017,1,0,7258,2178,575,1,7,5162,8367,5461,4994,9617,4926,1008786.7
2905,66542,96,0,0,96,1,9,2004,1,1,3573,8896,676,0,4,7861,6687,5664,8647,267,889,6660410.4
2906,48033,86,1,1,37,5,1,1994,0,1,4233,8248,118,0,6,3040,8019,7961,1773,9258,4915,4807525.4
2907,60261,55,1,0,77,7,6,2006,1,1,1677,1965,986,0,8,1683,9617,3174,944,3595,5630,6032370.6
2908,15348,36,0,0,33,8,5,2008,1,1,6784,7252,377,1,5,7433,267,4994,3115,4437,7469,1538968.8
2909,90417,37,0,1,13,2,1,1996,0,0,4559,1497,356,0,3,732,9258,8647,3493,473,2435,9043733.6
2910,27586,58,0,0,31,10,7,2010,0,0,7187,6567,314,1,9,2178,3595,1773,1344,1685,1791,2762137.1
2911,31040,8,1,0,5,1,3,2003,1,1,5205,1107,574,0,5,8896,4437,944,3203,7626,6820,3108830.3
2912,46505,81,0,1,5,2,6,2013,1,0,8242,7241,981,0,9,8248,473,3115,4250,4930,5436,4654841.3
2913,34723,46,1,0,41,10,9,2003,0,0,9168,4826,214,0,5,1965,1685,3493,2373,5162,3497,3476474.3
2914,77915,99,0,0,17,3,10,2018,0,0,7276,5379,241,0,5,7252,7626,1344,4926,7861,4363,7793915.8
2915,44416,26,0,1,78,4,9,1995,1,0,7916,3376,326,0,4,1497,4930,3203,889,3040,5,4450953.1
2916,78256,35,1,0,53,4,1,2006,1,0,3291,2237,377,0,10,6567,5162,4250,4915,1683,5466,7832866.6
2917,20883,26,0,0,55,3,9,2018,0,1,5802,8850,949,0,7,1107,7861,2373,5630,7433,3181,2091505.8
2918,35985,48,0,1,84,5,9,2018,1,0,4806,4808,936,0,8,7241,3040,4926,7469,732,8804,3603983.8
2919,69290,49,1,0,35,6,7,2009,0,0,2800,7131,129,0,3,4826,1683,889,2435,2178,473,6932336.9
2920,16388,98,1,1,36,9,5,2018,1,1,3227,3869,473,1,7,5379,7433,4915,1791,8896,1242,1647875.8
2921,579,85,0,0,62,5,9,1994,0,1,2426,1261,878,1,2,3376,732,5630,6820,8248,8492,63718.4
2922,43776,35,1,0,25,7,1,2007,1,0,3487,5889,573,1,7,2237,2178,7469,5436,1965,5175,4383378.7
2923,93003,33,1,1,18,10,5,1999,0,0,2054,207,537,1,10,8850,8896,2435,3497,7252,4961,9303949.9
2924,1906,64,0,1,14,8,8,2006,0,1,7976,889,255,0,8,4808,8248,1791,4363,1497,7783,192160.6
2925,43845,23,0,1,58,4,8,2009,1,0,9149,3317,218,0,4,7131,1965,6820,5,6567,7345,4390445.9
2926,8676,54,0,0,70,3,1,2003,0,0,793,2935,502,1,8,3869,7252,5436,5466,1107,1015,873296.3
2927,59437,35,0,1,63,1,4,2014,1,0,4683,3239,677,1,7,1261,1497,3497,3181,7241,4355,5952617.4
2928,734,28,0,1,95,2,5,2000,1,0,4346,5217,786,0,5,5889,6567,4363,8804,4826,3207,76259.1
2929,46131,79,0,1,63,8,7,2013,1,1,7739,7032,893,1,1,207,1107,5,473,5379,3839,4616542.3
2930,19857,30,1,1,48,1,9,2016,1,0,6121,2736,648,0,8,889,7241,5466,1242,3376,143,1994317.6
2931,88410,97,1,1,37,10,5,2014,1,1,9181,6793,401,0,8,3317,4826,3181,8492,2237,7269,8851564.4
2932,5624,81,0,1,5,3,4,2014,1,1,5759,2117,129,1,1,2935,5379,8804,5175,8850,5159,566535.4
2933,84148,97,1,0,100,6,3,2005,0,0,7249,768,122,0,6,3239,3376,473,4961,4808,1626,8418964.5
2934,42469,26,0,1,41,4,7,2016,0,0,5361,3784,676,1,3,5217,2237,1242,7783,7131,9168,4258191.6
2935,63437,86,1,1,52,2,6,2000,1,0,3481,2540,321,0,8,7032,8850,8492,7345,3869,8367,6351922
2936,58451,52,1,0,62,1,3,1993,1,1,7611,3107,110,1,2,2736,4808,5175,1015,1261,6687,5849635.3
2937,11593,21,1,0,55,8,6,1997,0,0,9253,3817,960,1,5,6793,7131,4961,4355,5889,8019,1166355.7
2938,77231,86,1,0,70,8,8,2008,0,0,3918,8012,139,1,7,2117,3869,7783,3207,207,9617,7736121.8
2939,78772,64,1,1,80,8,8,1995,1,0,6432,6496,128,1,7,768,1261,7345,3839,889,267,7887820.5
2940,99062,47,1,0,35,5,5,2007,0,1,6698,6421,214,1,1,3784,5889,1015,143,3317,9258,9907981.7
2941,5140,86,0,0,55,9,4,2006,0,1,1221,1373,882,0,6,2540,207,4355,7269,2935,3595,515580.6
2942,123,80,1,0,49,5,8,2000,1,1,4173,7696,641,0,10,3107,889,3207,5159,3239,4437,13229.1
2943,80947,81,1,1,36,2,7,2006,1,1,2192,5184,562,1,5,3817,3317,3839,1626,5217,473,8103183.6
2944,66570,64,1,0,33,4,9,2008,1,1,3244,9018,876,1,9,8012,2935,143,9168,7032,1685,6657976.8
2945,81498,8,1,0,80,6,4,2007,1,0,3408,1546,537,1,6,6496,3239,7269,8367,2736,7626,8158900.7
2946,50956,97,0,0,84,8,3,2000,0,1,5886,198,715,0,6,6421,5217,5159,6687,6793,4930,5097460.2
2947,73867,99,1,0,35,2,6,1999,0,1,8291,6321,243,0,8,1373,7032,1626,8019,2117,5162,7391147.9
2948,51721,91,1,0,90,8,1,2000,1,0,5853,1753,729,0,7,7696,2736,9168,9617,768,7861,5175060.2
2949,99171,76,1,1,56,9,3,2014,1,1,7185,3259,139,1,3,5184,6793,8367,267,3784,3040,9924309.4
2950,36136,50,0,1,76,2,6,2019,0,0,75,2279,690,1,9,9018,2117,6687,9258,2540,1683,3618606.9
2951,38998,58,1,1,37,9,2,1996,1,1,9678,561,930,1,8,1546,768,8019,3595,3107,7433,3910733.6
2952,4161,38,0,1,82,4,8,2000,1,0,3114,6594,410,1,5,198,3784,9617,4437,3817,732,423978
2953,62940,52,0,1,54,5,2,2000,1,0,187,4722,227,0,0,6321,2540,267,473,8012,2178,6299150.1
2954,9868,8,1,0,6,4,2,2003,0,1,2551,2412,126,0,10,1753,3107,9258,1685,6496,8896,992632.3
2955,82557,64,0,1,26,4,5,2013,1,1,8789,2412,452,0,8,3259,3817,3595,7626,6421,8248,8262789.3
2956,72599,38,0,1,84,7,6,2007,1,0,4010,3156,882,0,0,2279,8012,4437,4930,1373,1965,7262443.7
2957,75334,8,0,0,49,3,4,2006,1,1,4408,2443,935,1,10,561,6496,473,5162,7696,7252,7534445.6
2958,41786,78,0,0,3,4,6,2003,0,0,7227,8193,681,1,1,6594,6421,1685,7861,5184,1497,4188833.3
2959,91501,44,0,0,6,4,9,2003,0,0,6735,3915,757,1,10,4722,1373,7626,3040,9018,6567,9154474.3
2960,19727,58,1,0,82,6,5,1996,0,1,7253,1290,135,0,3,2412,7696,4930,1683,1546,1107,1984798.6
2961,8978,56,0,1,56,2,4,2015,0,0,9133,6367,723,1,5,2412,5184,5162,7433,198,7241,905128.5
2962,50877,80,1,1,91,1,3,2000,0,1,5804,6385,783,1,0,3156,9018,7861,732,6321,4826,5097460.2
2963,88408,56,0,0,26,5,8,2004,0,0,545,6524,618,1,2,2443,1546,3040,2178,1753,5379,8842527.4
2964,82284,54,1,1,35,9,5,2015,0,1,8789,6638,136,1,1,8193,198,1683,8896,3259,3376,8236956.5
2965,95894,8,1,0,22,1,8,2005,1,1,7991,7521,124,1,7,3915,6321,7433,8248,2279,2237,9596889.5
2966,14635,65,0,0,63,1,4,1997,0,0,749,215,465,0,3,1290,1753,732,1965,561,8850,1471115.7
2967,33267,56,0,0,84,9,8,2018,0,1,6342,1571,225,0,9,6367,3259,2178,7252,6594,4808,3329395.8
2968,14614,18,0,0,22,9,8,2015,0,1,4304,8173,104,0,4,6385,2279,8896,1497,4722,7131,1462577.5
2969,51243,85,1,1,38,5,10,2018,0,1,3178,4305,109,0,3,6524,561,8248,6567,2412,3869,5134188.8
2970,70068,22,0,1,57,3,3,2004,1,0,9249,1050,504,1,4,6638,6594,1965,1107,2412,1261,7015755.4
2971,90180,86,0,0,41,2,9,2014,0,0,8172,2033,800,1,9,7521,4722,7252,7241,3156,5889,9023962.4
2972,18243,50,0,0,8,1,4,1995,0,0,6609,5342,106,0,0,215,2412,1497,4826,2443,207,1826399.5
2973,64013,7,0,0,81,8,8,2007,0,0,4306,737,910,0,0,1571,2412,6567,5379,8193,889,6404986.7
2974,13868,10,0,1,99,8,5,1998,0,0,8949,1245,311,0,0,8173,3156,1107,3376,3915,3317,1390606.8
2975,99412,16,0,1,70,3,1,2000,0,1,3743,1720,473,0,7,4305,2443,7241,2237,1290,2935,9951800.2
2976,27399,50,1,0,38,8,1,1994,1,1,8776,524,167,0,7,1050,8193,4826,8850,6367,3239,2748170.4
2977,64492,39,1,1,7,8,3,2014,1,1,8805,7791,324,1,6,2033,3915,5379,4808,6385,5217,6459748.4
2978,79594,59,0,0,45,10,3,2007,0,1,1553,3734,104,1,5,5342,1290,3376,7131,6524,7032,7962250.7
2979,27451,64,0,0,50,2,2,2015,1,1,7056,3608,185,1,7,737,6367,2237,3869,6638,2736,2747145.5
2980,22290,86,1,1,73,10,5,2000,0,1,5223,98,186,1,4,1245,6385,8850,1261,7521,6793,2237880
2981,37916,54,0,1,5,5,6,2004,0,1,4778,4910,686,0,4,1720,6524,4808,5889,215,2117,3798906.4
2982,58402,95,1,0,85,8,8,2000,0,0,6237,7361,287,1,10,524,6638,7131,207,1571,768,5848466.1
2983,52251,75,1,0,77,10,2,2005,1,1,3494,5590,223,1,6,7791,7521,3869,889,8173,3784,5231126.5
2984,57897,91,1,1,96,7,8,2000,0,1,4344,6304,912,1,4,3734,215,1261,3317,4305,2540,5792780.2
2985,54386,76,0,1,98,2,5,1996,0,1,9835,7256,709,0,2,3608,1571,5889,2935,1050,3107,5448084.6
2986,21189,18,0,1,21,4,6,1994,0,1,1033,4667,681,0,7,98,8173,207,3239,2033,3817,2126521.4
2987,20453,19,0,0,6,10,9,1998,1,1,8762,6438,438,0,8,4910,4305,889,5217,5342,8012,2050744.8
2988,94351,61,1,0,32,9,1,2018,0,0,3354,9952,846,0,9,7361,1050,3317,7032,737,6496,9442916.8
2989,83377,73,1,0,51,3,10,2003,0,1,3271,3627,592,1,8,5590,2033,2935,2736,1245,6421,8342685.3
2990,53104,69,1,0,6,8,2,2016,0,1,1637,2041,377,0,10,6304,5342,3239,6793,1720,1373,5314198.6
2991,48299,83,1,0,35,7,5,2008,0,1,8181,7229,489,1,8,7256,737,5217,2117,524,7696,4838730
2992,16284,35,1,0,36,9,1,1999,1,1,9476,401,220,0,8,4667,1245,7032,768,7791,5184,1638521.9
2993,9833,54,1,0,82,5,7,2003,0,1,1645,9458,792,1,5,6438,1720,2736,3784,3734,9018,990437.3
2994,34835,98,0,1,64,10,4,1997,1,0,7936,9034,369,1,1,9952,524,6793,2540,3608,1546,3489669.7
2995,2871,56,0,0,12,5,8,2018,1,0,5275,3015,768,0,8,3627,7791,2117,3107,98,198,298537.8
2996,34035,100,0,0,42,5,7,2000,1,0,6183,8383,1000,0,2,2041,3734,768,3817,4910,6321,3407854.1
2997,86397,22,0,1,95,5,7,2017,0,0,8706,5226,812,1,3,7229,3608,3784,8012,7361,1753,8649275.7
2998,95296,60,0,1,29,8,10,2006,0,1,4501,1684,611,1,2,401,98,2540,6496,5590,3259,9535271.6
2999,61057,68,0,0,87,9,1,1998,0,1,1421,3685,250,1,7,9458,4910,3107,6421,6304,2279,6114671.8
3000,54050,48,0,1,18,9,5,2019,1,1,6835,4965,555,0,6,9034,7361,3817,1373,7256,561,5411419.9
3001,11247,90,1,0,59,2,4,2008,0,1,254,7359,264,0,0,3015,5590,8012,7696,4667,6594,1129896.8
3002,88410,86,1,0,53,6,10,2014,1,0,7098,3031,543,1,3,8383,6304,6496,5184,6438,4722,8851564.4
3003,23450,78,1,0,43,5,4,2013,1,1,5245,779,903,1,5,5226,7256,6421,9018,9952,2412,2351048.3
3004,29789,87,0,0,20,3,5,2014,0,0,9715,298,953,0,8,1684,4667,1373,1546,3627,2412,2984021.4
3005,57314,62,0,0,46,8,7,2011,0,0,6510,655,674,1,8,3685,6438,7696,198,2041,3156,5733991.1
3006,82284,54,1,1,38,5,6,2007,0,0,1729,6651,255,0,7,4965,9952,5184,6321,7229,2443,8236936.7
3007,88820,86,0,1,36,10,8,2017,0,1,4581,3949,926,0,5,7359,3627,9018,1753,401,8193,8888431.7
3008,94951,25,0,1,55,3,10,2014,1,0,3579,3981,127,1,10,3031,2041,1546,3259,9458,3915,9498811.4
3009,87591,99,1,0,58,6,6,2007,1,0,7256,4849,725,1,2,779,7229,198,2279,9034,1290,8769079.7
3010,38525,27,0,1,25,3,4,2018,1,0,827,597,696,1,6,298,401,6321,561,3015,6367,3861258.8
3011,53671,76,0,1,54,6,9,2017,0,0,4671,965,162,0,6,655,9458,1753,6594,8383,6385,5378022.7
3012,72319,42,1,1,27,2,7,1990,1,0,6926,7761,279,1,8,6651,9034,3259,4722,5226,6524,7245147.1
3013,64492,99,1,0,22,10,8,2010,1,0,918,9272,973,0,4,3949,3015,2279,2412,1684,6638,6454096
3014,8751,12,1,0,55,3,9,2009,1,0,7143,9861,626,1,2,3981,8383,561,2412,3685,7521,875876.9
3015,66331,54,1,0,25,4,10,2007,1,1,5497,6697,568,0,3,4849,5226,6594,3156,4965,215,6634006.7
3016,50799,42,0,0,55,9,9,2007,0,0,2945,8146,451,0,0,597,1684,4722,2443,7359,1571,5080967.7
3017,35788,26,1,1,41,5,7,2018,0,0,9700,3842,877,0,3,965,3685,2412,8193,3031,8173,3586313.8
3018,86614,65,1,0,64,5,6,1996,1,1,8384,6314,401,1,9,7761,4965,2412,3915,779,4305,8671187.6
3019,66716,39,1,1,52,4,8,2013,1,0,8713,4877,601,0,10,9272,7359,3156,1290,298,1050,6678899.3
3020,83635,99,0,1,6,6,4,2000,1,1,8582,565,464,0,3,9861,3031,2443,6367,655,2033,8366616
3021,12448,9,0,1,22,5,6,2003,0,0,5331,949,414,1,8,6697,779,8193,6385,6651,5342,1249624.3
3022,75848,75,1,1,9,4,5,2017,0,1,4909,8349,706,1,5,8146,298,3915,6524,3949,737,7591705.7
3023,83019,44,0,0,5,2,9,1993,1,0,5591,7700,414,0,10,3842,655,1290,6638,3981,1245,8307344.3
3024,41932,44,0,1,87,8,7,2020,0,1,8317,9438,677,1,8,6314,6651,6367,7521,4849,1720,4196797
